Time,Injection EC,Net Flow,TL Interval Flow,TL Bottom Flow,TL Collar Flow,TL Interval EC,TL Bottom EC,TL Interval Pressure,TL Bottom Pressure,TL Packer Pressure,TL-TEC-INT-U,TL-TEC-INT-L,TL-TEC-BOT-U,TL-TEC-BOT-L,TN Interval Flow,TN Bottom Flow,TN Collar Flow,TN Interval EC,TN Bottom EC,TN Interval Pressure,TN Bottom Pressure,TN Packer Pressure,TN-TEC-INT-U,TN-TEC-INT-L,TN-TEC-BOT-U,TN-TEC-BOT-L,TC Interval Flow,TC Bottom Flow,TC Collar Flow,TC Interval EC,TC Bottom EC,TC Interval Pressure,TC Bottom Pressure,Injection Pressure,TC Packer Pressure,TC-TEC-INT-U,TC-TEC-INT-L,TC-TEC-BOT-U,TC-TEC-BOT-L,TU Interval Flow,TU Bottom Flow,TU Collar Flow,TU Interval EC,TU Bottom EC,TU Interval Pressure,TU Bottom Pressure,PT 403,TU Packer Pressure,TU-TEC-INT-U,TU-TEC-INT-L,TU-TEC-BOT-U,TU-TEC-BOT-L,TS Interval Flow,TS Bottom Flow,TS Collar Flow,TS Interval EC,TS Bottom EC,TS Interval Pressure,TS Bottom Pressure,PT 503,PT 504,TS Packer Pressure,TL Packer Center Depth,TN Packer Center Depth,TC Packer Center Depth,TU Packer Center Depth,TS Packer Center Depth,Phase,Total_Production_Flow,Pressure_Differential,Depth_Consistency_Flag,TC_Impedance_Proxy,TL Interval EC__MixFrac,TL Bottom EC__MixFrac,TN Interval EC__MixFrac,TN Bottom EC__MixFrac,TU Interval EC__MixFrac,TU Bottom EC__MixFrac,TS Interval EC__MixFrac,TS Bottom EC__MixFrac
2024-12-13 20:00:00,371.9974706550117,1.7697391293706295,0.0058961923076923,0.002895134032634,0.0955212039627039,412.2345676596736,470.88898565734263,4.6216501270396275,21.522265405594403,1467.283658712121,25.813955355477855,25.93034832983683,25.880042016317017,26.04264448018648,0.0022081526806526,0.0011433298368298,0.006081761072261,1046.085429506993,1701.8318433127197,596.7760314588961,0.0,1987.8462802138624,25.206293759651032,27.22753836263613,27.59541430318651,27.069124228919748,0.016868201091343512,0.0,0.07214753146219587,259.7579642680653,2076.719819357809,3660.045949210167,52.603481444055944,3662.3289895948965,4191.482971154225,35.09679870723508,36.744688277619375,36.27277151184785,28.997371122364555,0.0,0.0152608519813519,0.002937451048951,2093.5925421037296,798.709059818219,1876.339271655983,9.6064761981352,1908.290429445199,2344.5452537016986,25.293624899377363,25.346397052488264,25.362968691173666,25.287899426573425,0.0,0.0,0.0255469522144522,427.8675345490199,654.9816544335664,0.0,0.0,-39.649432266899765,132.537940013986,115.4408941037296,170.19999999999996,133.6,142.0,177.8,,Hot Injection,0.0081043449883449,3042.894751284417,0,2066.9594343414383,0.0,0.0,0.011973403117838495,0.0,0.001234919427238183,-0.0,0.050157426260124066,0.0095398676140064
2024-12-13 21:00:00,376.05782605111114,2.4992828258333333,0.0059613133333333,0.0026668763888888,0.0950878738888889,410.6268061602778,472.52949821972226,4.0792786425,21.0113893675,1017.1998084394444,25.81401314916667,25.92123811,25.87925323111111,26.003092284166662,1.3790312126836364,0.0014406574999999,0.0062566502777777,1048.0863020994443,1701.8318433127197,19.2761350825,0.0,1018.466223140278,25.33282186666667,27.413777412777776,27.59541430318651,27.069124228919748,0.0,0.0376229636111111,0.07214753146219587,285.11904262471137,2078.974971866389,3660.045949210167,52.660138330555554,3662.3289895948965,4191.482971154225,35.09679870723508,47.50701626694444,48.779049190555554,28.997371122364555,0.0,0.0162852327777777,0.0032015019444444,2095.144295533333,798.709059818219,1959.1367038119445,8.819057256944443,1992.8991025647224,2439.281224624722,25.279848770833333,25.346397052488264,25.362968691173666,25.268728491944444,0.0,0.0,0.0270673463888888,427.8675345490199,657.6855726463889,0.0,0.0,-40.48717268805556,131.09803565805555,119.42825023666666,170.2,133.6,142.0,177.8,,Hot Injection,1.3849925260169698,3166.70596021066,0,1463.8527735318462,0.0,0.0,0.009094803468026215,0.0,0.0003354764081260842,-0.0,0.05387651016385403,7.710156276508606e-05
2024-12-13 22:00:00,375.5657672454039,2.4999307724233986,0.0056767779944289,0.0028149615598885,0.095310395821727,409.9484001069638,471.00059658885795,3.290857553481894,20.510839816713094,1023.2504096278552,25.81327740807799,25.92450412339833,25.87808215069638,26.026746735097493,1.3790312126836364,0.0156008208913649,0.0059860908077994,1069.9482457022284,1701.8318433127197,15.965529157660168,0.0,1000.1538956718664,25.523180565459608,27.454279891643456,27.59541430318651,27.069124228919748,0.0,0.0436602509749303,0.07214753146219587,285.11904262471137,2078.1283291114205,3685.806118199164,52.179928419220055,3686.4340450612817,4208.851260194708,35.09679870723508,48.27747509359331,49.501915154317544,28.997371122364555,0.0,0.0164694849582172,0.0030256676880222,2095.235080211699,798.709059818219,2007.5868769543176,7.858289109470752,2041.3249564587743,2479.6952822027856,25.25135900668524,25.318030032311977,25.347309659052925,25.235733008077997,0.0,0.0,0.0268141526462395,427.8675345490199,655.5376785064067,0.0,0.0,-40.21280938774373,131.13193558635098,117.29890797743732,170.2,133.6,142.0,177.8,,Hot Injection,1.3847079906780653,3179.723229144917,0,1473.7737480944436,0.0,0.0,0.0,0.0,0.00028260342310369854,-0.0,0.05339670145937727,0.007689792532063773
2024-12-13 23:00:00,376.4973631577778,2.499853833611111,0.0056199313888888,0.0028796286111111,0.0953084813888888,410.1143296883333,471.8801640580556,3.089740428888889,20.2535309225,1024.4002192744445,25.81297438305556,25.925638973055555,25.87820608111111,26.034471098333334,1.3790312126836364,0.0356194577777777,0.0062023066666666,1073.9633949875,1701.8318433127197,13.504022361944443,0.0,994.7455911855556,25.68171908944445,27.453701234722224,27.59541430318651,27.069124228919748,0.0,0.0467604488888888,0.07214753146219587,284.85162132305555,2083.2602048686113,3708.9191560913887,52.49674825277778,3713.8454342369446,4234.0779409736115,35.759003328333336,48.75067133555556,49.95172016027778,28.997371122364555,0.0,0.0164700019444444,0.0034384344444444,2095.3676576469447,798.709059818219,2032.4458875244443,8.150426102777779,2068.945857543333,2502.2690587025,25.263096504722224,25.32270342888889,25.34795234611111,25.245837569166667,0.0,0.0,0.02758517,427.8675345490199,659.0912833936111,0.0,0.0,-40.10785312638889,131.85671040583335,115.58466050833331,170.2,133.6,142.0,177.8,,Hot Injection,1.384651144072525,3201.5855216581253,0,1483.0611474545437,0.0,0.0,0.0,0.0,0.00020564185466934387,-0.0,0.05431245512741501,0.0
2024-12-14 00:00:00,376.2159674644444,2.4998757955555555,0.0057050044444444,0.0024480711111111,0.0947447263888888,409.7876355069444,470.73316274527775,3.0787282258333333,20.149716771666665,1024.9676561722222,25.81224680527778,25.926160820277776,25.877596331666663,26.0370699575,1.3790312126836364,0.0270381586111111,0.0064357858333333,1096.720988499722,1701.8318433127197,11.815128424722223,0.0,1026.6653904716666,25.68352483361111,27.51166796333333,27.59541430318651,27.069124228919748,0.0,0.04804603260665932,0.0695131049999999,283.87079378444446,2097.538124749167,3721.438985815556,51.50173307111111,3726.446612656111,4246.586008118055,36.29973917861111,49.005513173055554,50.20211929,28.997371122364555,0.0,0.0164684983333333,0.0034598141666666,2095.4777873616667,798.709059818219,2047.4777929436111,8.537461039722222,2083.519701785278,2515.6082355422222,25.266406688611113,25.322073775000003,25.346115586666667,25.24920927,0.0,0.0,0.0273126452777777,427.8675345490199,658.4293050947223,0.0,0.0,-40.10430394638889,131.1852166988889,115.53414533666668,170.2,133.6,142.0,177.8,,Hot Injection,1.3847362171280808,3210.8537002575695,0,1488.0543017886498,0.0,0.0,0.0,0.0,0.00014156087410374237,-0.0,0.05403255082117109,0.0
2024-12-14 01:00:00,375.3966576021117,2.5000530533481524,0.0060859972214504,0.0024402759099749,0.0954948171714365,410.46717322061687,470.4976011211448,3.155569029452626,20.079915646290637,1025.1785240441789,25.81243630869686,25.926256535148653,25.87747883245346,26.03782897332593,1.3790312126836364,0.022391054737427,0.0058755087524312,1111.8250899469297,1701.8318433127197,10.323572741594887,0.0,1015.9042451505976,25.684858531814395,27.502978718255072,27.59541430318651,27.069124228919748,0.0,0.04804603260665932,0.0671403437065851,283.6465821378161,2108.730657269797,3746.9064017176993,51.08350988552376,3752.630815179216,4270.095957130314,36.687508932203386,49.19401915948875,50.376366828007775,28.997371122364555,0.0,0.0162775079188663,0.0032500636287857,2095.37211321506,798.709059818219,2055.3394238766327,8.375907707418728,2090.942385756599,2522.796458009725,25.264980804112252,25.31659259988886,25.340376343706584,25.24806103556543,0.0,0.0,0.0275746010002778,427.8675345490199,658.7977650697416,0.0,0.0,-40.20774254181717,131.32988165712698,114.87065312559044,170.2,133.6,142.0,177.8,,Hot Injection,1.3851172099050868,3235.426173767296,0,1498.1315157236377,0.0,0.0,0.0,0.0,0.00020292032211608182,-0.0,0.05323376913696063,0.0
2024-12-14 02:00:00,377.3726741311426,2.4995097163888893,0.0059122430555555,0.0027378822222222,0.0955740475,409.7903093794444,469.9517718863889,3.1621998830555555,20.06670041083333,1024.9842099686111,25.81141077222222,25.9259781,25.87694865527778,26.03811816638889,1.3790312126836364,0.0236722311111111,0.0071923725,1135.407231639722,1701.8318433127197,9.229992693888889,0.0,1025.2068463366666,25.702953716666663,27.485916209444444,27.59541430318651,27.069124228919748,0.0,0.04804603260665932,0.0659790541666666,282.9277424997222,2104.5293977433334,3770.1201455944447,51.40543886527778,3776.590447238611,4291.247387871111,36.97727564694445,49.298023890833335,50.46718237583333,28.997371122364555,0.0,0.01653364,0.0033327961111111,2095.3784828172224,798.709059818219,2058.286768523889,8.421134875555556,2093.761009365833,2525.5688796411114,25.263316714444446,25.31200259055555,25.33624362,25.246726718333335,0.0,0.0,0.0271445397222222,427.8675345490199,659.0110071172222,0.0,0.0,-39.82480531861111,132.0497066175,113.71826634138888,170.2,133.6,142.0,177.8,,Hot Injection,1.384943455739192,3258.9207069634026,0,1507.7406501899393,0.0,0.0,0.0,0.0,0.000199446854330864,-0.0,0.055201970830434925,0.0
2024-12-14 03:00:00,377.203691805,2.5000937316666665,0.0061822180555555,0.002522455,0.0951681288888888,409.0870550055555,470.0804629958334,3.163353656111111,20.024148651111112,1024.4704240427775,25.811111519444445,25.925597220277776,25.87698590027778,26.03821162138889,1.3790312126836364,0.0262124508333333,0.0062831047222222,1134.0891966477775,1701.8318433127197,8.388169930833334,0.0,1035.344733406389,25.726036770833336,27.481230583055556,27.59541430318651,27.069124228919748,0.0,0.04804603260665932,0.0654800008333333,282.08324614555556,2098.113295403889,3791.542559736944,51.4977445225,3797.7811199294447,4311.149493777778,37.22184624194445,49.444147873611115,50.60459505555555,28.997371122364555,0.0,0.0163803186111111,0.0033321466666666,2095.5049091025,798.709059818219,2057.2837156980554,8.50309900138889,2092.356683631389,2525.281157196389,25.254745361111112,25.301288293888888,25.325697868333332,25.23906979,0.0,0.0,0.0278661633333333,427.8675345490199,659.1762331077778,0.0,0.0,-40.17772778305556,131.59960396361112,114.4084711802778,170.2,133.6,142.0,177.8,,Hot Injection,1.385213430739192,3280.572310108195,0,1515.9538052219877,0.0,0.0,0.0,0.0,0.00012586018000706336,-0.0,0.055027983871727026,0.0
2024-12-14 04:00:00,376.71463709361115,2.5000785691666665,0.0062913236111111,0.0022884072222222,0.0952413363888888,408.61907838749994,470.2297055738889,3.2239667680555555,19.975358650555556,1023.8199389166668,25.810597001944444,25.925793516111113,25.87663178944445,26.038117870555556,1.3790312126836364,0.0257551613888888,0.0065754069444444,1131.4683444966668,1701.8318433127197,8.165051853055555,0.0,988.8760414325,25.75414949861111,27.51003180527778,27.59541430318651,27.069124228919748,0.0,0.04804603260665932,0.065193975,280.5668845269445,2098.3316578166664,3795.6618261408335,51.3854474225,3801.3056520508335,4316.1849706525,37.4161454225,49.54663034166667,50.686781768888885,28.997371122364555,0.0,0.0165649227777777,0.0034569027777777,2095.5843876730555,798.709059818219,2055.052789087222,8.546884655833333,2090.6267300408335,2523.925352681667,25.246498674722226,25.29171378111111,25.31638110138889,25.2317020175,0.0,0.0,0.0273386349999999,427.8675345490199,659.6206087383333,0.0,0.0,-40.14667238555556,130.91857136972223,115.25571354888888,170.2,133.6,142.0,177.8,,Hot Injection,1.3853225362947474,3284.69520012375,0,1517.6099915187826,0.0,0.0,0.0,0.0,7.958919725539366e-05,-0.0,0.05453056952197988,0.0
2024-12-14 05:00:00,376.9489041494445,2.4997407975,0.0062743475,0.0024125049999999,0.0949407505555555,409.2559840636111,470.1839364933333,3.123139018055556,19.968927351944444,1023.0833340508332,25.810389030833335,25.92574677083333,25.876719829722223,26.0382112075,1.3790312126836364,0.02589722,0.0067602452777777,1139.111295605,1701.8318433127197,6.808454659166667,0.0,967.5357047775,25.771259731388888,27.48903163,27.59541430318651,27.069124228919748,0.0,0.04804603260665932,0.0648562186111111,280.6189137077778,2093.3402766580557,3811.281485438889,51.56642807138889,3816.874997663056,4329.541971201944,37.60470211805555,49.640695486666665,50.77516796972222,28.997371122364555,0.0,0.016454645,0.0034702525,2095.5285778263888,798.709059818219,2049.797989178889,8.931479572777778,2085.5003090016667,2520.1489234944443,25.25980957222222,25.3031695125,25.328084352777775,25.24561263083333,0.0,0.0,0.0278465005555555,428.45178060666666,659.3439524680556,0.0,0.0,-40.09121631055555,131.10114133694444,115.68048575611112,170.2,133.6,142.0,177.8,,Hot Injection,1.3853055601836364,3301.9426019490284,0,1524.0609859482604,0.0,0.0,0.0,0.0,0.00011207080746935142,-0.0,0.04392201290886891,0.0
