row_id,split,high_risk,predicted,predicted_probability,error_type,nerc_id,source_file,lowest_temperature_k,duration_days,spatial_coverage,yearly_max_heat_wave_intensity,yearly_max_heat_wave_duration,yearly_max_heat_wave_intensity_trend,yearly_max_heat_wave_duration_trend
138935,test,1,0,0.2253748527783838,false_negative,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_pop\heat_wave_library_NERC_average_pop_def10_cleaned.csv,,7,19.672131147541,315.342951455323,25,1.1684787864779764,6.0
138937,test,1,0,0.26673258711395786,false_negative,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_pop\heat_wave_library_NERC_average_pop_def10_cleaned.csv,,8,35.8208955223881,315.342951455323,25,1.1684787864779764,6.0
138938,test,1,0,0.4090801214968906,false_negative,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def10_cleaned.csv,,9,44.7761194029851,315.430625,28,3.183187500000031,8.0
138955,test,1,0,0.4212982276010033,false_negative,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def10_cleaned.csv,,8,46.2686567164179,315.481252484713,26,3.0377060862780354,5.0
138969,test,1,0,0.3824496764057771,false_negative,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def11_cleaned.csv,,46,13.1147540983607,315.430625,76,2.965199468085018,-13.0
138971,test,1,0,0.16034147341583557,false_negative,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_pop\heat_wave_library_NERC_average_pop_def10_cleaned.csv,,12,42.6666666666667,315.342951455323,25,1.1684787864779764,6.0
138978,test,1,0,0.06548995507950317,false_negative,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def9_cleaned.csv,,29,96.4444444444445,315.430625,29,2.965199468085018,0.0
138979,test,1,0,0.49999927510245723,false_negative,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def10_cleaned.csv,,6,42.6666666666667,315.481252484713,26,3.0377060862780354,5.0
138985,test,1,0,0.14486985493389473,false_negative,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def1_cleaned.csv,,30,95.1111111111111,315.481252484713,39,3.0377060862780354,11.0
138986,test,1,0,0.06717207561661177,false_negative,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def9_cleaned.csv,,29,96.8888888888889,315.481252484713,29,3.0377060862780354,0.0
138990,test,1,0,0.1173305518424474,false_negative,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def1_cleaned.csv,,30,95.1111111111111,315.430625,39,3.183187500000031,17.0
138992,test,1,0,0.0023409547662340147,false_negative,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def11_cleaned.csv,,74,21.0526315789474,315.430625,76,2.965199468085018,-13.0
138993,test,1,0,0.002220207587111506,false_negative,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def11_cleaned.csv,,74,22.8070175438597,315.481252484713,75,3.0377060862780354,-14.0
139091,test,1,0,0.364457030415758,false_negative,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def10_cleaned.csv,,9,37.7049180327869,315.430625,28,3.183187500000031,8.0
139105,test,1,0,0.1724859236442973,false_negative,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def10_cleaned.csv,,15,46.2686567164179,315.430625,28,3.183187500000031,8.0
