row_id,split,high_risk,predicted,predicted_probability,error_type,nerc_id,source_file,lowest_temperature_k,duration_days,spatial_coverage,yearly_max_heat_wave_intensity,yearly_max_heat_wave_duration,yearly_max_heat_wave_intensity_trend,yearly_max_heat_wave_duration_trend
138932,test,0,1,0.9017588041452929,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def9_cleaned.csv,,2,69.9570815450644,315.430625,29,2.965199468085018,0.0
138940,test,0,1,0.8783009918252893,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def9_cleaned.csv,,5,84.2105263157895,315.430625,29,2.965199468085018,0.0
138941,test,0,1,0.8790580337195535,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def9_cleaned.csv,,7,100.0,315.430625,29,2.965199468085018,0.0
138946,test,0,1,0.8806781004631437,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def9_cleaned.csv,,7,100.0,315.481252484713,29,3.0377060862780354,0.0
138948,test,0,1,0.7731183854765669,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_pop\heat_wave_library_NERC_average_pop_def1_cleaned.csv,,2,62.6609442060086,315.778331468527,27,-0.1594681863209643,5.0
138949,test,0,1,0.8727215351442063,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def9_cleaned.csv,,6,89.4736842105263,315.481252484713,29,3.0377060862780354,0.0
138950,test,0,1,0.8137326058704458,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_pop\heat_wave_library_NERC_average_pop_def1_cleaned.csv,,3,79.7520661157025,315.778331468527,27,-0.1594681863209643,5.0
138952,test,0,1,0.6886942105489038,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_pop\heat_wave_library_NERC_average_pop_def1_cleaned.csv,,7,85.2459016393443,315.778331468527,27,-0.1594681863209643,5.0
138953,test,0,1,0.9010896449975464,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def9_cleaned.csv,,2,69.0987124463519,315.481252484713,29,3.0377060862780354,0.0
138957,test,0,1,0.8396626964166435,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def9_cleaned.csv,,4,63.8297872340426,315.481252484713,29,3.0377060862780354,0.0
138961,test,0,1,0.8256931506893896,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def9_cleaned.csv,,4,60.6382978723404,315.430625,29,2.965199468085018,0.0
138967,test,0,1,0.8756604596193347,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def9_cleaned.csv,,3,67.7685950413223,315.430625,29,2.965199468085018,0.0
138974,test,0,1,0.8831195449509209,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def9_cleaned.csv,,3,69.8347107438017,315.481252484713,29,3.0377060862780354,0.0
138975,test,0,1,0.5058298997691407,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_pop\heat_wave_library_NERC_average_pop_def1_cleaned.csv,,12,95.1111111111111,315.778331468527,27,-0.1594681863209643,5.0
138981,test,0,1,0.5100191701888401,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def6_cleaned.csv,,5,51.1111111111111,315.430625,20,3.183187500000031,-8.0
139010,test,0,1,0.8308731703935153,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def9_cleaned.csv,,5,69.7674418604651,315.430625,29,2.965199468085018,0.0
139012,test,0,1,0.666464909007309,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_pop\heat_wave_library_NERC_average_pop_def1_cleaned.csv,,4,58.1395348837209,315.778331468527,27,-0.1594681863209643,5.0
139015,test,0,1,0.8372789406998914,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def9_cleaned.csv,,5,70.9302325581395,315.481252484713,29,3.0377060862780354,0.0
139019,test,0,1,0.6939759402640291,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_pop\heat_wave_library_NERC_average_pop_def1_cleaned.csv,,2,47.3684210526316,315.778331468527,27,-0.1594681863209643,5.0
139026,test,0,1,0.6418360616544049,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_pop\heat_wave_library_NERC_average_pop_def1_cleaned.csv,,9,92.8571428571429,315.778331468527,27,-0.1594681863209643,5.0
139029,test,0,1,0.7666013132098204,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_pop\heat_wave_library_NERC_average_pop_def1_cleaned.csv,,5,84.5637583892618,315.778331468527,27,-0.1594681863209643,5.0
139030,test,0,1,0.8048989709613834,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_pop\heat_wave_library_NERC_average_pop_def1_cleaned.csv,,5,93.125,315.778331468527,27,-0.1594681863209643,5.0
139035,test,0,1,0.8245297082281821,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_pop\heat_wave_library_NERC_average_pop_def1_cleaned.csv,,3,82.4894514767933,315.778331468527,27,-0.1594681863209643,5.0
139042,test,0,1,0.9327047413961638,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average_area\heat_wave_library_NERC_average_area_def9_cleaned.csv,,3,92.6174496644295,315.481252484713,29,3.0377060862780354,0.0
139043,test,0,1,0.7981359628920452,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def9_cleaned.csv,,9,92.6587301587302,315.430625,29,2.965199468085018,0.0
139044,test,0,1,0.8960617808097854,false_positive,NERC,Data\cleaned_with_features\csv\heat_wave_library_NERC_average\heat_wave_library_NERC_average_def9_cleaned.csv,,4,83.125,315.430625,29,2.965199468085018,0.0
